country,chosen_formation,name,positions,role,overall_rating,potential,preferred_foot,height_cm,weight_kgs,predicted_score,age,nationality,weak_foot(1-5),skill_moves(1-5),national_rating,national_team_position,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle
Gambia,3-5-2,O. Colley,CB,DF,76.0,81,Left,190.5,87.1,815.8562045454547,26,Gambia,3,2,,,44,28,78,67,24,42,38,37,60,60,60,79,59,71,44,41,65,79,87,31,82,68,28,32,33,68,75,75,79
Gambia,3-5-2,B. Sanneh,CB,DF,71.0,78,Right,182.88,74.8,815.8562045454547,24,Gambia,3,2,,,36,43,76,59,43,52,27,29,50,63,73,73,68,58,66,54,81,71,79,33,72,66,54,43,31,71,68,71,66
Gambia,3-5-2,P. Jagne,LB,DF,70.0,70,Left,175.26,78.9,815.8562045454547,29,Gambia,4,3,,,71,54,60,65,46,72,58,63,64,68,75,83,75,68,66,74,83,84,87,58,73,61,74,53,60,69,62,69,67
Gambia,3-5-2,M. Barrow,LM,MF,70.0,71,Left,175.26,63.0,815.8562045454547,26,Gambia,2,3,,,60,63,47,61,61,75,53,55,55,66,94,93,90,70,84,63,52,61,47,60,49,50,67,67,58,71,28,36,34
Gambia,3-5-2,B. Jatta,LM,MF,67.0,78,Right,182.88,78.9,815.8562045454547,20,Gambia,3,3,,,67,66,44,63,59,73,54,49,48,62,78,85,68,52,60,73,53,68,69,49,49,22,66,54,61,52,29,37,32
Gambia,3-5-2,S. Marreh,CDM,MF,67.0,74,Right,182.88,78.0,815.8562045454547,23,Gambia,3,2,,,34,22,51,66,24,43,27,40,58,62,47,49,54,59,59,50,61,72,79,29,84,64,27,60,47,55,66,70,65
Gambia,3-5-2,A. Kanté,LM,MF,64.0,70,Right,182.88,79.8,815.8562045454547,24,Gambia,3,2,,,52,64,48,59,46,62,45,37,51,63,90,85,70,57,67,59,68,67,76,57,52,12,62,54,63,56,22,16,18
Gambia,3-5-2,A. Jallow,RM,MF,64.0,77,Left,165.1,62.1,815.8562045454547,20,Gambia,3,3,,,50,44,40,64,45,68,57,64,57,66,82,82,90,60,90,64,53,56,31,41,49,18,56,61,50,58,28,19,20
Gambia,3-5-2,B. Trawally,ST,FW,72.0,78,Right,185.42,69.9,815.8562045454547,24,Gambia,3,3,,,48,76,62,70,54,74,47,68,62,72,74,79,80,75,66,65,69,68,52,65,42,27,76,55,48,60,16,35,43
Gambia,3-5-2,Y. Njie,ST,FW,69.0,74,Right,187.96,78.0,815.8562045454547,25,Gambia,3,3,,,54,67,67,65,52,66,65,36,38,69,74,82,68,64,53,72,60,69,73,54,58,39,65,60,60,70,44,33,29
Georgia,4-4-2,G. Loria,GK,GK,71.0,71,Right,198.12,84.8,848.2047727272724,33,Georgia,2,1,,,26,22,34,36,24,27,25,17,46,29,50,54,53,68,44,19,68,26,75,22,33,22,11,55,26,50,15,22,24
Georgia,4-4-2,S. Kverkvelia,CB,DF,76.0,79,Right,195.58,87.1,848.2047727272724,27,Georgia,2,2,,,36,40,73,57,34,31,34,27,64,42,69,74,41,72,36,48,71,82,86,30,68,82,24,51,36,75,79,78,74
Georgia,4-4-2,G. Kashia,CB,DF,75.0,75,Right,185.42,87.1,848.2047727272724,31,Georgia,2,2,,,54,23,79,69,13,55,40,39,66,67,49,60,54,66,58,43,79,73,82,17,80,75,30,56,51,70,74,73,72
Georgia,4-4-2,D. Khocholava,CB,DF,72.0,75,Right,193.04,88.0,848.2047727272724,26,Georgia,3,2,,,31,51,75,67,23,56,27,21,65,54,64,55,49,63,41,72,65,67,86,25,74,69,44,36,39,63,68,70,73
Georgia,4-4-2,O. Kakabadze,RB,DF,69.0,76,Right,185.42,76.2,848.2047727272724,23,Georgia,3,3,,,70,41,58,65,34,75,67,52,63,76,89,86,75,59,56,61,57,73,73,42,70,64,65,62,49,58,58,67,65
Georgia,4-4-2,G. Chakvetadze,LM,MF,74.0,87,Right,152.4,74.8,848.2047727272724,19,Georgia,3,3,,,69,67,39,75,64,77,77,59,69,75,86,83,86,65,77,75,76,64,51,76,38,30,67,71,58,59,29,41,32
Georgia,4-4-2,V. Qazaishvili,LM,MF,73.0,74,Right,175.26,79.8,848.2047727272724,26,Georgia,5,4,,,64,69,59,76,63,82,79,66,66,77,69,62,76,71,73,75,42,69,71,81,41,34,72,70,67,76,54,30,30
Georgia,4-4-2,S. Lobjanidze,LM,MF,69.0,75,Left,175.26,62.1,848.2047727272724,24,Georgia,4,3,,,60,68,43,64,56,71,63,58,55,70,84,88,87,52,81,67,72,70,46,64,41,20,67,63,62,68,28,20,21
Georgia,4-4-2,G. Papunashvili,RM,MF,68.0,75,Left,152.4,76.2,848.2047727272724,23,Georgia,1,3,,,67,66,43,66,59,72,66,70,65,70,70,72,68,59,67,65,44,61,64,67,40,28,67,66,66,73,35,34,37
Georgia,4-4-2,G. Kvilitaia,ST,FW,71.0,75,Right,193.04,82.1,848.2047727272724,25,Georgia,4,3,,,49,72,73,62,55,74,62,33,55,70,74,80,71,60,69,64,69,65,87,62,65,31,69,58,64,63,45,31,33
Georgia,4-4-2,L. Mchedlidze,ST,FW,70.0,70,Left,193.04,87.1,848.2047727272724,28,Georgia,3,3,,,42,72,70,64,68,68,43,50,50,72,55,68,58,65,34,72,56,52,84,54,70,25,70,60,56,68,35,34,20
Germany,3-4-3,M. Neuer,GK,GK,89.0,89,Right,193.04,92.1,873.2839772727256,32,Germany,4,1,85.0,GK,15,13,25,55,11,30,14,11,59,46,54,60,51,84,35,25,77,43,80,16,29,30,12,70,47,70,17,10,11
Germany,3-4-3,M. Hummels,CB,DF,88.0,88,Right,190.5,92.1,873.2839772727256,30,Germany,3,3,85.0,LCB,64,55,87,81,60,68,65,53,85,81,53,62,63,87,60,71,68,66,84,51,69,92,56,79,68,91,88,90,88
Germany,3-4-3,J. Kimmich,RB,DF,86.0,88,Right,175.26,69.9,873.2839772727256,24,Germany,4,3,85.0,RCM,91,66,74,87,67,80,81,61,83,85,78,68,84,86,83,75,79,94,64,69,79,80,80,79,44,82,75,81,79
Germany,3-4-3,J. Boateng,CB,DF,85.0,85,Right,193.04,89.8,873.2839772727256,30,Germany,4,2,85.0,RCB,69,34,85,75,52,64,53,31,83,70,67,72,56,82,52,78,74,69,91,58,81,81,47,75,46,84,84,87,87
Germany,3-4-3,T. Kroos,CM,MF,90.0,90,Right,182.88,76.2,873.2839772727256,29,Germany,5,3,85.0,LCM,88,76,58,92,82,81,86,84,93,90,64,62,70,89,71,87,30,75,73,89,60,76,78,90,73,88,72,74,66
Germany,3-4-3,M. Reus,CAM,MF,88.0,88,Right,154.94,71.2,873.2839772727256,29,Germany,4,4,85.0,SUB,82,87,49,86,90,87,89,84,79,87,86,84,86,88,82,88,70,76,67,86,51,48,88,86,89,85,49,36,45
Germany,3-4-3,T. Müller,CAM,MF,86.0,86,Right,185.42,74.8,873.2839772727256,29,Germany,4,3,85.0,SUB,79,87,82,83,84,75,81,59,72,82,73,75,75,91,72,78,81,87,68,80,57,58,92,85,60,83,44,41,44
Germany,3-4-3,M. Özil,CAM,MF,85.0,85,Left,154.94,76.2,873.2839772727256,30,Germany,2,4,,,83,72,51,89,80,84,84,77,82,90,72,69,79,83,70,70,48,67,57,74,44,24,81,91,67,82,24,16,19
Germany,3-4-3,L. Sané,LW,FW,86.0,92,Left,182.88,74.8,873.2839772727256,23,Germany,3,4,85.0,LW,83,81,72,79,85,88,83,82,64,85,93,96,88,81,81,87,64,79,70,78,61,34,84,82,71,80,36,32,35
Germany,3-4-3,T. Werner,ST,FW,84.0,87,Right,154.94,74.8,873.2839772727256,23,Germany,4,3,85.0,RW,69,87,77,77,85,83,63,56,55,84,93,93,81,86,76,78,78,83,64,70,63,37,85,61,72,74,39,20,19
Germany,3-4-3,M. Kruse,CF,FW,82.0,82,Left,154.94,76.2,873.2839772727256,30,Germany,4,4,,,81,83,63,84,80,82,80,69,80,85,69,67,74,85,76,81,65,71,72,79,63,41,85,84,91,86,57,38,34
Ghana,4-3-3,A. Kwarasey,GK,GK,68.0,68,Right,190.5,76.2,874.2337954545446,31,Ghana,3,1,,,18,13,14,43,10,15,11,12,28,23,59,53,63,71,60,22,73,36,74,13,34,23,14,46,14,55,8,13,14
Ghana,4-3-3,K. Asamoah,LB,DF,79.0,79,Left,172.72,74.8,874.2337954545446,30,Ghana,3,4,,,78,55,68,81,76,82,72,68,79,81,77,77,85,78,83,84,78,76,75,78,82,78,78,76,64,76,80,78,80
Ghana,4-3-3,K. Adams Nuhu,CB,DF,74.0,81,Right,190.5,83.0,874.2337954545446,23,Ghana,3,2,,,42,36,73,67,61,55,45,31,70,66,64,69,73,66,40,67,84,72,90,29,65,66,32,46,49,73,71,78,68
Ghana,4-3-3,J. Aidoo,CB,DF,74.0,81,Right,152.4,83.0,874.2337954545446,23,Ghana,2,2,,,29,18,74,48,21,35,24,28,42,48,75,79,63,65,71,40,86,78,88,23,90,71,25,23,31,63,70,76,72
Ghana,4-3-3,A. Baba,LB,DF,74.0,78,Left,152.4,69.9,874.2337954545446,24,Ghana,2,3,,,76,48,67,72,41,75,67,23,67,75,79,78,77,74,75,59,75,68,64,47,73,71,63,55,42,69,70,74,74
Ghana,4-3-3,T. Partey,CDM,MF,82.0,88,Right,185.42,77.1,874.2337954545446,25,Ghana,3,3,,,66,63,68,83,53,79,68,58,77,81,73,76,72,81,53,80,84,89,81,77,81,78,62,73,49,75,78,83,80
Ghana,4-3-3,K. Boateng,CM,MF,81.0,81,Right,185.42,86.2,874.2337954545446,32,Ghana,4,4,,,75,78,74,82,83,79,81,71,78,84,67,65,77,79,68,84,76,68,78,78,83,71,79,78,67,82,59,78,74
Ghana,4-3-3,A. Ayew,RM,MF,77.0,77,Left,175.26,72.1,874.2337954545446,29,Ghana,3,4,,,73,71,75,76,64,78,74,57,69,77,74,74,86,77,81,75,89,84,69,74,78,52,75,74,71,74,49,60,57
Ghana,4-3-3,J. Ayew,ST,FW,76.0,76,Right,182.88,81.2,874.2337954545446,27,Ghana,3,4,,,70,75,76,73,71,77,75,69,60,76,76,77,78,76,75,76,70,79,70,72,68,40,74,69,74,69,36,52,35
Ghana,4-3-3,F. Acheampong,ST,FW,76.0,81,Left,165.1,59.9,874.2337954545446,25,Ghana,3,4,,,62,78,55,69,67,80,66,50,61,74,92,94,93,76,91,79,90,90,71,64,66,45,76,65,63,67,42,62,52
Ghana,4-3-3,A. Gyan,ST,FW,74.0,74,Right,154.94,77.1,874.2337954545446,33,Ghana,3,3,,,71,74,73,73,73,72,54,55,51,73,71,71,69,73,68,73,73,68,75,69,62,26,74,75,70,72,24,29,28
Greece,4-3-3,O. Karnezis,GK,GK,78.0,78,Right,190.5,81.2,873.1839318181801,33,Greece,3,1,,,19,16,24,22,14,15,11,11,36,23,44,34,45,75,49,22,64,33,66,18,18,23,10,47,21,60,20,15,24
Greece,4-3-3,K. Manolas,CB,DF,85.0,86,Right,187.96,83.0,873.1839318181801,27,Greece,2,2,75.0,LCB,27,10,80,60,16,54,30,10,61,65,82,85,68,82,59,40,86,76,82,12,86,86,25,22,26,82,87,87,89
Greece,4-3-3,Sokratis,CB,DF,83.0,83,Right,185.42,84.8,873.1839318181801,30,Greece,2,2,75.0,RCB,47,44,85,60,46,58,29,35,51,58,66,75,60,81,64,77,86,69,86,48,88,76,49,45,24,82,85,85,85
Greece,4-3-3,J. Holebas,LB,DF,78.0,78,Left,185.42,81.2,873.1839318181801,34,Greece,2,3,,,83,57,74,76,50,73,69,71,69,77,74,76,71,74,73,82,73,79,73,72,89,71,62,64,57,72,75,80,77
Greece,4-3-3,K. Papadopoulos,CB,DF,77.0,79,Right,185.42,87.1,873.1839318181801,27,Greece,3,2,,,44,24,87,53,44,40,40,43,50,52,58,55,53,68,60,68,91,52,90,58,92,64,35,44,46,60,75,80,79
Greece,4-3-3,K. Fortounis,CAM,MF,78.0,80,Right,154.94,76.2,873.1839318181801,26,Greece,4,3,75.0,CAM,77,72,57,77,71,82,84,80,74,80,75,78,80,77,68,74,61,70,68,77,63,32,75,77,80,80,45,35,38
Greece,4-3-3,L. Christodoulopoulos,LM,MF,76.0,76,Right,182.88,81.2,873.1839318181801,32,Greece,4,3,,,74,71,67,72,70,81,83,79,71,78,77,73,79,74,56,78,64,66,73,77,50,57,76,68,75,72,42,55,51
Greece,4-3-3,D. Pelkas,CAM,MF,76.0,79,Right,152.4,73.0,873.1839318181801,25,Greece,3,4,75.0,LM,70,66,46,76,71,77,74,73,73,76,83,78,81,66,84,74,48,68,44,76,39,31,72,76,67,72,47,30,26
Greece,4-3-3,K. Mitroglou,ST,FW,77.0,77,Left,187.96,86.2,873.1839318181801,30,Greece,3,3,75.0,ST,60,78,79,66,74,69,70,69,59,70,53,62,47,74,34,83,76,63,86,70,75,10,78,68,62,76,13,18,10
Greece,4-3-3,A. Donis,ST,FW,73.0,83,Right,152.4,76.2,873.1839318181801,22,Greece,4,3,75.0,SUB,45,74,61,68,63,79,47,41,50,78,89,85,78,73,77,70,69,72,63,66,61,20,70,50,69,61,22,18,24
Greece,4-3-3,E. Koulouris,ST,FW,72.0,78,Right,185.42,82.1,873.1839318181801,23,Greece,3,3,,,39,76,74,60,68,65,52,30,58,71,69,73,65,68,65,70,64,66,68,66,30,14,76,53,54,70,38,13,18
Guinea,3-5-2,A. Keita,GK,GK,65.0,65,Right,185.42,74.8,860.571863636363,32,Guinea,2,1,,,10,6,13,22,6,9,10,12,15,12,20,23,36,62,41,23,58,26,49,6,28,10,5,52,18,55,24,11,11
Guinea,3-5-2,F. Pogba,CB,DF,74.0,74,Left,187.96,87.1,860.571863636363,28,Guinea,3,2,,,64,21,71,64,45,54,60,65,61,59,63,66,62,60,52,73,73,73,86,63,80,73,36,42,38,72,73,74,71
Guinea,3-5-2,S. Falette,CB,DF,74.0,77,Left,182.88,91.2,860.571863636363,27,Guinea,3,2,,,39,40,73,59,24,47,27,36,55,52,65,72,44,69,48,60,78,66,91,46,84,71,31,35,60,67,68,75,69
Guinea,3-5-2,I. Sylla,LWB,DF,72.0,76,Left,154.94,74.8,860.571863636363,25,Guinea,2,3,,,72,64,60,75,65,70,68,56,67,71,70,72,67,70,67,65,73,80,72,49,73,70,71,68,49,69,56,68,68
Guinea,3-5-2,N. Keïta,CM,MF,83.0,88,Right,172.72,64.0,860.571863636363,24,Guinea,4,4,,,62,74,42,87,71,88,64,70,77,88,78,64,89,82,90,76,53,82,58,73,78,76,74,81,58,79,68,64,62
Guinea,3-5-2,A. Diawara,CM,MF,76.0,84,Right,182.88,73.9,860.571863636363,21,Guinea,3,3,,,64,48,59,80,46,76,62,37,76,80,68,70,78,73,69,66,58,78,70,56,80,74,54,78,52,75,73,74,72
Guinea,3-5-2,M. Camara,CDM,MF,72.0,82,Right,154.94,81.2,860.571863636363,22,Guinea,3,3,,,61,49,69,68,46,71,57,40,65,70,66,68,64,68,62,77,63,88,83,70,80,70,57,60,41,66,73,74,69
Guinea,3-5-2,I. Cissé,CDM,MF,68.0,73,Right,154.94,83.9,860.571863636363,25,Guinea,3,2,,,56,27,64,69,43,61,45,43,61,65,75,69,71,60,64,73,81,75,70,63,78,66,55,52,46,56,64,73,69
Guinea,3-5-2,A. Bangoura,RM,MF,68.0,69,Right,175.26,72.1,860.571863636363,26,Guinea,2,3,,,65,62,46,63,58,71,41,45,60,69,87,87,89,54,76,75,72,60,60,57,63,35,64,63,50,59,40,17,21
Guinea,3-5-2,F. Kamano,LW,FW,77.0,82,Right,175.26,77.1,860.571863636363,22,Guinea,4,4,,,72,76,49,71,67,79,71,58,55,75,90,89,79,73,78,73,55,71,58,74,59,24,76,69,66,71,34,33,29
Guinea,3-5-2,I. Bangoura,ST,FW,71.0,71,Right,175.26,73.0,860.571863636363,34,Guinea,3,3,,,48,75,70,63,70,63,61,52,47,68,61,68,70,69,67,71,75,66,71,68,60,22,71,64,73,69,41,16,29
Hungary,3-4-3,P. Gulácsi,GK,GK,82.0,83,Right,193.04,86.2,872.905204545453,28,Hungary,2,1,73.0,GK,16,10,23,29,10,19,18,11,25,25,42,44,41,75,50,23,67,35,68,12,34,23,11,36,24,45,25,16,20
Hungary,3-4-3,W. Orban,CB,DF,79.0,81,Right,185.42,83.0,872.905204545453,26,Hungary,3,2,73.0,RCB,38,38,83,66,33,53,28,32,56,58,51,53,48,74,56,37,90,67,85,29,79,77,34,42,41,68,76,83,77
Hungary,3-4-3,T. Kádár,CB,DF,75.0,76,Left,187.96,78.9,872.905204545453,28,Hungary,2,2,73.0,LCB,71,34,73,70,29,58,31,38,71,68,67,73,56,69,63,39,71,87,79,28,73,76,46,62,35,64,77,76,72
Hungary,3-4-3,M. Korhut,LB,DF,71.0,71,Left,154.94,76.2,872.905204545453,30,Hungary,3,3,,,72,28,59,56,24,66,41,36,53,69,76,75,68,72,69,24,64,71,66,26,72,66,55,52,35,65,69,72,72
Hungary,3-4-3,B. Dzsudzsák,LM,MF,76.0,76,Left,152.4,72.1,872.905204545453,32,Hungary,4,4,,,83,72,42,73,73,76,83,84,72,74,76,74,84,73,73,83,62,71,61,81,53,35,71,81,85,77,42,21,20
Hungary,3-4-3,A. Nagy,CDM,MF,76.0,83,Right,152.4,73.9,872.905204545453,23,Hungary,5,3,73.0,CDM,72,48,54,80,68,80,74,62,78,80,73,73,82,74,79,58,54,78,54,58,65,75,64,78,58,76,75,73,67
Hungary,3-4-3,I. Kovács,CAM,MF,73.0,74,Right,172.72,64.9,872.905204545453,26,Hungary,4,3,,,56,69,29,73,52,72,51,49,65,72,84,77,83,73,82,63,52,48,42,65,43,29,65,74,56,73,41,22,30
Hungary,3-4-3,R. Sallai,LM,MF,72.0,80,Right,182.88,77.1,872.905204545453,21,Hungary,3,3,73.0,LW,68,70,49,71,67,76,49,45,62,75,76,74,68,67,61,64,63,58,58,63,59,39,70,73,56,63,32,37,38
Hungary,3-4-3,A. Szalai,ST,FW,76.0,76,Right,193.04,89.8,872.905204545453,31,Hungary,3,3,73.0,ST,49,80,84,72,68,69,58,42,48,75,45,46,63,76,59,82,64,65,87,64,74,41,78,65,76,75,31,41,13
Hungary,3-4-3,N. Nikolić,ST,FW,75.0,75,Right,154.94,79.8,872.905204545453,31,Hungary,4,3,,,55,80,72,61,68,67,71,67,42,72,70,71,68,73,72,75,73,74,80,66,57,29,78,65,73,74,39,15,19
Hungary,3-4-3,R. Varga,RW,FW,72.0,72,Right,182.88,78.9,872.905204545453,29,Hungary,4,3,,,70,66,69,69,67,71,72,77,53,72,85,82,74,68,69,71,81,72,68,69,62,25,75,69,63,73,34,28,18
Iceland,4-2-3-1,R. Rúnarsson,GK,GK,70.0,78,Right,185.42,76.2,871.991045454544,24,Iceland,2,1,72.0,SUB,18,14,17,16,13,13,17,14,15,32,45,46,43,61,55,16,59,41,56,15,23,12,16,39,22,42,12,19,15
Iceland,4-2-3-1,S. Ingason,CB,DF,73.0,78,Right,187.96,83.0,871.991045454544,25,Iceland,3,2,72.0,SUB,45,43,66,56,30,47,48,46,57,60,63,59,58,73,58,61,80,68,77,60,73,74,54,49,50,70,76,75,76
Iceland,4-2-3-1,R. Sigurðsson,CB,DF,73.0,73,Right,187.96,77.1,871.991045454544,32,Iceland,3,2,,,40,26,74,66,25,30,42,32,62,52,62,61,56,68,60,59,60,78,81,52,80,74,29,55,65,68,74,71,71
Iceland,4-2-3-1,H. Magnússon,CB,DF,73.0,78,Left,190.5,81.2,871.991045454544,26,Iceland,2,2,72.0,LB,54,45,76,75,33,50,62,60,76,57,57,74,52,71,55,62,70,70,76,51,70,68,24,41,39,66,72,74,71
Iceland,4-2-3-1,K. Árnason,CB,DF,70.0,70,Right,190.5,82.1,871.991045454544,36,Iceland,2,2,,,48,43,68,59,43,49,52,51,62,53,30,30,34,66,59,70,80,55,84,53,78,76,41,60,52,74,76,63,58
Iceland,4-2-3-1,G. Sigurðsson,CAM,MF,82.0,82,Right,185.42,77.1,871.991045454544,29,Iceland,4,3,72.0,CAM,86,77,60,85,75,80,87,86,80,85,58,55,68,78,63,83,68,86,68,86,57,55,79,86,79,85,57,57,55
Iceland,4-2-3-1,J. Guðmundsson,RM,MF,79.0,79,Left,152.4,77.1,871.991045454544,28,Iceland,4,4,72.0,RM,82,70,64,78,72,79,79,77,75,78,79,77,76,77,76,82,78,82,70,74,66,62,74,79,70,78,60,63,55
Iceland,4-2-3-1,A. Gunnarsson,CDM,MF,73.0,73,Right,152.4,86.2,871.991045454544,29,Iceland,3,3,72.0,RCM,64,57,68,72,61,66,56,59,71,72,56,57,73,71,72,70,73,72,72,66,81,77,62,64,52,67,63,73,71
Iceland,4-2-3-1,E. Hallfreðsson,CM,MF,72.0,72,Left,185.42,86.2,871.991045454544,34,Iceland,3,3,,,68,50,60,77,62,74,74,72,74,75,62,54,61,62,69,80,60,54,77,70,76,72,62,72,69,76,71,72,68
Iceland,4-2-3-1,R. Sigurjónsson,CM,MF,72.0,72,Right,152.4,83.0,871.991045454544,28,Iceland,4,3,,,68,69,59,72,65,70,73,71,71,73,68,69,64,66,80,79,78,93,81,78,86,62,68,73,68,66,39,55,53
Iceland,4-2-3-1,A. Finnbogason,ST,FW,79.0,79,Right,182.88,79.8,871.991045454544,30,Iceland,4,3,72.0,ST,37,84,67,71,79,75,56,51,67,75,67,68,67,82,70,78,66,72,78,77,64,20,86,72,89,83,30,32,34
India,3-4-3,G. Singh Sandhu,GK,GK,63.0,67,Right,193.04,89.8,733.4350454545453,27,India,2,1,,,20,13,18,24,16,13,14,20,27,23,42,40,38,65,37,14,51,36,70,13,23,23,16,40,15,57,19,15,11
India,3-4-3,S. Jhingan,CB,DF,65.0,71,Right,187.96,73.9,733.4350454545453,25,India,3,2,,,29,26,71,52,25,31,30,30,43,46,69,78,64,58,54,52,80,63,79,33,61,63,27,35,34,64,64,61,60
India,3-4-3,P. Kotal,RB,DF,61.0,66,Right,152.4,73.9,733.4350454545453,25,India,4,2,,,56,27,47,53,32,53,33,40,47,56,80,77,72,52,70,45,60,64,67,40,49,57,42,39,43,55,63,58,60
India,3-4-3,N. Das,LB,DF,60.0,65,Left,175.26,68.0,733.4350454545453,25,India,2,2,,,42,23,54,39,25,52,31,30,29,48,76,73,79,64,76,27,61,60,58,24,56,63,46,49,40,57,62,67,60
India,3-4-3,P. Halder,CDM,MF,61.0,65,Right,154.94,73.9,733.4350454545453,26,India,3,2,,,48,41,54,67,45,53,41,44,62,49,60,62,57,58,71,46,52,76,64,42,60,56,51,55,42,57,60,57,56
India,3-4-3,H. Narzary,LM,MF,60.0,66,Left,152.4,73.9,733.4350454545453,24,India,3,2,,,62,59,47,44,45,62,55,61,31,60,80,77,71,64,81,53,48,53,60,52,27,19,61,49,66,52,16,21,19
India,3-4-3,U. Singh,RM,MF,60.0,67,Right,154.94,74.8,733.4350454545453,22,India,3,2,,,61,64,54,51,49,57,44,50,42,63,82,71,74,47,70,54,61,64,68,59,49,35,61,49,57,56,24,32,31
India,3-4-3,A. Thapa,CM,MF,59.0,71,Right,170.18,64.0,733.4350454545453,21,India,4,2,,,47,34,47,65,36,54,52,63,61,62,67,64,79,63,80,47,39,73,57,37,58,49,42,56,52,60,47,56,49
India,3-4-3,S. Chhetri,ST,FW,67.0,67,Right,170.18,69.9,733.4350454545453,34,India,4,3,,,49,71,67,56,68,63,67,68,39,64,76,73,72,62,76,66,60,68,59,67,49,25,65,56,73,67,30,24,44
India,3-4-3,J. Lalpekhlua,ST,FW,63.0,63,Right,175.26,74.8,733.4350454545453,28,India,3,2,,,61,63,57,57,50,61,47,58,46,64,77,74,79,57,80,70,52,60,63,64,47,34,55,46,65,47,28,31,29
India,3-4-3,R. Singh,ST,FW,59.0,59,Left,185.42,74.8,733.4350454545453,28,India,3,2,,,33,62,55,48,47,52,34,60,32,58,63,57,62,57,57,60,65,66,74,55,34,13,56,47,64,46,20,16,15
Iran,3-4-3,A. Abedzadeh,GK,GK,73.0,77,Right,185.42,79.8,826.9420909090908,25,Iran,2,1,,,12,10,13,24,12,10,13,14,18,15,30,25,53,71,36,14,55,21,60,11,26,14,10,47,11,34,13,14,14
Iran,3-4-3,S. Beitashour,RB,DF,69.0,69,Right,152.4,71.2,826.9420909090908,32,Iran,3,3,,,67,45,53,67,59,68,72,59,60,67,72,74,71,69,67,64,62,77,71,51,71,71,61,65,37,67,64,66,66
Iran,3-4-3,S. Moharrami,RB,DF,66.0,71,Right,175.26,71.2,826.9420909090908,23,Iran,3,3,,,61,28,58,59,21,65,29,27,41,66,83,82,73,65,80,34,59,69,39,29,49,66,33,32,38,55,58,63,61
Iran,3-4-3,M. Hosseini,CB,DF,61.0,67,Right,182.88,76.2,826.9420909090908,22,Iran,3,2,,,28,18,60,62,22,30,35,37,44,52,55,54,43,56,61,45,67,51,54,30,50,62,24,29,40,55,60,65,62
Iran,3-4-3,A. Jahanbakhsh,RM,MF,77.0,80,Right,154.94,78.0,826.9420909090908,25,Iran,4,4,,,71,72,62,72,72,83,64,46,62,79,79,83,76,74,75,84,87,78,66,79,68,42,72,75,58,75,42,37,40
Iran,3-4-3,A. Gholizadeh,RM,MF,69.0,76,Left,175.26,68.9,826.9420909090908,22,Iran,3,3,,,71,59,34,69,37,69,49,36,67,71,79,77,76,62,71,62,75,70,61,51,70,24,58,53,55,57,49,45,47
Iran,3-4-3,S. Ezatolahi,CM,MF,68.0,79,Right,190.5,78.0,826.9420909090908,22,Iran,3,3,,,51,56,58,73,44,64,52,61,66,68,67,65,59,67,56,72,59,64,67,71,78,69,59,67,46,65,64,68,63
Iran,3-4-3,F. Ahmadzadeh,RM,MF,66.0,67,Left,175.26,69.9,826.9420909090908,26,Iran,3,4,,,61,67,55,62,61,65,58,43,47,69,80,84,74,57,71,76,49,78,48,61,41,24,61,55,60,55,51,28,23
Iran,3-4-3,S. Ghoddos,ST,FW,75.0,80,Right,152.4,78.9,826.9420909090908,25,Iran,3,4,,,64,73,64,72,68,75,65,81,59,76,83,79,84,74,90,78,61,79,73,74,63,38,73,69,62,73,47,39,38
Iran,3-4-3,K. Ansarifard,ST,FW,74.0,74,Right,187.96,79.8,826.9420909090908,28,Iran,4,3,,,59,74,72,59,72,74,63,53,50,75,72,76,72,73,65,78,73,66,70,66,66,54,77,52,61,80,30,38,35
Iran,3-4-3,K. Rezaei,ST,FW,73.0,75,Right,182.88,77.1,826.9420909090908,26,Iran,4,3,,,67,72,77,70,66,65,68,70,42,68,67,70,62,69,58,76,67,73,73,72,58,18,74,69,74,68,33,18,13
Italy,5-3-2,G. Buffon,GK,GK,88.0,88,Right,193.04,92.1,873.2420454545438,41,Italy,2,1,,,13,15,13,37,17,26,20,13,35,28,44,38,55,82,49,39,75,39,69,13,38,28,12,50,22,70,13,11,11
Italy,5-3-2,G. Chiellini,CB,DF,90.0,90,Left,187.96,84.8,873.2420454545438,34,Italy,3,2,83.0,LCB,58,33,83,59,45,58,60,31,59,57,63,75,54,82,55,78,89,65,89,49,92,88,28,50,50,84,94,93,90
Italy,5-3-2,L. Bonucci,CB,DF,86.0,86,Right,190.5,84.8,873.2420454545438,31,Italy,3,2,83.0,RCB,44,48,86,77,58,69,56,61,85,75,57,65,60,84,52,74,85,71,83,65,82,90,38,74,70,86,90,86,80
Italy,5-3-2,A. Romagnoli,CB,DF,83.0,90,Left,187.96,78.0,873.2420454545438,24,Italy,3,2,,,36,30,77,72,28,65,36,24,71,70,63,69,60,78,53,64,78,75,81,46,85,86,31,45,34,76,88,86,82
